Anzuelos,Anzuelos > Acero inox,018800,880-SS,"Anzuelo especial Big-Game. Extrafuerte, forjado, recto.",Book partner,018800,4.99,20
Anzuelos,Anzuelos > Acero inox,011880,AJI TYPE DOUBLE,"Anzuelo extrafuerte forjado",Book partner,011880,4.99,20
Anzuelos,Anzuelos > Aparejos,020184,APAREJO COMPETICIÓN FLUROROCARBON,"Montado con anzuelos CHINU. Bajo de línea recomendado tanto para la pesca de Surf-Casting como para embarcación fondeada. Compuesto de línea madre del 0,50. Monofilamento de Fluorocarbono. La sujeción de las cametas sobre la línea madre es mediante perlas perforadas en cruz. Con este sistema evitaremos cualquier rizo sobre la línea madre, a la vez que podremos cambiar el anzuelo cuando deseemos sin tener que desechar el bajo. Largo: 1,60 m.",Book partner,020184,4.99,20
Anzuelos,Anzuelos > Aparejos,020405,APAREJO SARDINA CABLE DE ACERO,"Cada aparejo está montado con tres anzuelos 1533-D. Presentación: Bolsa de 2 aparejos. Caja de 10 bolsas.",Book partner,020405,4.99,20
Anzuelos,Anzuelos > Carbono,010014,1533-D Permatin,"Forjado, torcido, pico de loro.",Book partner,010014,4.99,20
Anzuelos,Anzuelos > Carbono,011513,2515-G,"",Book partner,011513,4.99,20
Anzuelos,Anzuelos > Montados,012171,1533-D,"Anzuelo niquelado permatin. Hilo: 1,30 m. Paquete de 25 carteras. Carteras de 10 anzuelos.",Book partner,012171,14.99,20
Anzuelos,Anzuelos > Montados,012128,2515-N,"Anzuelo recto niquelado. Largo del hilo: 120cm. Cartera de 10 anzuelos. Presentación: Caja de 10 carteras.",Book partner,012128,9.99,20
Anzuelos,Anzuelos > Triplex,010402,BR,"Bronceado, recto.",Book partner,010402,4.99,20
Anzuelos,Anzuelos > Triplex,010650,MSD 5X,"Anzuelo carbono. Caja 50 uds.",Book partner,010650,4.99,20
Anzuelos,Anzuelos > Triplex carbono,014560,NNI ROUND,"Negro níquel, forjado. Paquete de 10 cajas.",Book partner,014560,4.99,20
Cañas,Cañas > Enchufables > Carbono egge,002841,ARTAX,"Caña fabricada en carbono composite con puntera flexi-glass maciza capaz de detectar cualquier picada. Ideal para la pesca de Egging o de cefalópodos. Equipada con anillas SIC y portacarretes ergonómico DPS.",Book partner,002841,39.99,20
Cañas,Cañas > Enchufables > Carbono egge,002881,HIROSHI,"Caña fabricada en carbono composite de acción progresiva fuerte, con puntera flexi-glass maciza, capaz de detectar cualquier picada. Ideal para la pesca de Egging o embarcación. Equipada con anillas SIC y portacarretes ergonómico DPS.",Book partner,002881,25.99,20
Cañas,Cañas > Enchufables > Carbono egge,005160,HOTARU,"Caña fabricada en carbono de acción progresiva fuerte, con puntera flexiglass maciza, capaz de detectar cualquier picada. Ideal para la pesca de Egging o embarcación. Equipada con anillas Fuji y portacarretes ergonómico DPS.",Book partner,005160,32.99,20
Cañas,Cañas > Enchufables > Carbono jigging,008601,JIGGING COR,"Mango de HYPALON. Anillas tipo globo. Portacarretes de grafito ALPS con tuerca de seguridad de aluminio. Talón con cruceta de aluminio.",Book partner,008601,29.99,20
Cañas,Cañas > Enchufables > Carbono jigging,005301,ADMIRAL,"Caña con puntera híbrida de acción progresiva. Equipada con anillas Hard con montura especial para embarcación. Mango de EVA.",Book partner,005301,49.99,20
Cañas,Cañas > Enchufables > Carbono jigging,004700,KAMAYE,"Caña de acción progresiva ligera y potente. Ideal para la pesca de jigging. Mango anatómico de EVA. Contera con cruceta metálica con tapón sobredimensionado.",Book partner,004700,39.99,20
Cañas,Cañas > Enchufables > Carbono mosca,024400,STARFLY,"Especial para la pesca con cola de rata. Acabados de lujo, con porta-carretes de madera rosebud". Gran sensibilidad y precisión para hacer frente a cualquier tipo de pequeños salmónidos."",Book partner,024400,19.99,20
Cañas,Cañas > Enchufables > Carbono Popping,007050,KIKAI,"Fabricadas y ensambladas en Japón, las nuevas cañas Kikai tienen unos acabados de alta calidad que no se encuentran en el mercado. Son el perfecto reflejo de la alta tecnología de Japón, diseñadas con todos los conceptos de precisión, rendimiento, resistencia y la comodidad que ello conlleva. Los blanks han sido fabricados al vacío en carbono Toray 30T QGX. Con esta nueva técnica de fabricación se le confiere al producto una resistencia a la tracción excepcional, siendo robustas, fiables y flexibles, consiguiendo que el nervio tenga una vida útil extrema. Cada caña ha sido diseñada para ofrecer el rendimiento necesario para su objetivo, consiguiendo una precisión máxima en el lanzado. Su gran reserva de potencia nos permitirá pelear con cualquier captura. Este modelo va equipado con anillas, portacarretes y talón de combate de la marca Fuji.",Book partner,007050,29.99,20
Cañas,Cañas > Enchufables > Carbono rock fishing,282125,PRAIANO,"Caña fabricada en carbono con anillas LVSG y portacarretes ergonómico DPS. Con una acción semi parabólica ideal para para la pesca de rock fishing o spinning Light.",Book partner,282125,39.99,20
Cañas,Cañas > Enchufables > Carbono spin-casting,002804,ARES BOAT,"Caña fabricada en carbono de altísimo módulo trenzado con doble puntera. Puntera flexi-glass maciza capaz de detectar cualquier picada y puntera tubular de carbono trenzado para las jornadas más intensas. Equipada con anillas SIC y portacarretes ergonómico DPS.",Book partner,002804,39.99,20
Cañas,Cañas > Enchufables > Carbono spinning,002830,BLADSPIN,"Caña fabricada en carbono de alto módulo, de acción semiparabólica con la que se consigue obtener lances precisos y un movimiento en el señuelo idóneo. Equipada con anillas Fuji, mango ergonómico en EVA y portacarretes DPS.",Book partner,002830,49.99,20
Cañas,Cañas > Enchufables > Carbono surf-casting,008361,ANTHIA KW,"Caña ideal para el surfcasting con una puntera tubular hí­brida tratada con pintura fluor. Nuevo sistema de fabricación con doble pared de carbono Alto Módulo. Equipada con anillas SEA GUIDE "K" y portacarretes DPS. Sistema de alineación de tramos. Funda Zun Zun Premium incorporada.",Book partner,008361,32.99,20
Cañas,Cañas > Enchufables > Composite spin-casting,005163,BAKIN,"Caña fabricada en carbono al vacío con puntera maciza flexi-glass. Con esta nueva técnica de fabricación se le confiere al producto una resistencia y flexibilidad en la acción de pesca, consiguiendo detectar cualquier picada. Este modelo va equipado con anillas, portacarretes y talón de combate de la marca Fuji. Incorpora además una hebilla de sujeción de seguridad.",Book partner,005163,37.99,20
Cañas,Cañas > Enchufables > Composite spinning,002900,FLEXPIN,"Ligera y muy fina. Especial para el black-bass. Equipada con anillas monopata y portacarretes integrado de grafito. Mango de corcho.",Book partner,002900,79.99,20
Cañas,Cañas > Enchufables > Fibra maciza curricán,003425,ALTRURIA,"Caña de Trolling con anillas de acero inoxidable de roldana, con portacarretes de aluminio. Ideal para grandes especies desde embarcación. Empuñadura de neopreno ergonómico, con arqueta de aluminio.",Book partner,003425,9.99,20
Cañas,Cañas > Enchufables > Fibra para chambel,009700,CHIA,"Caña fabricada en fibra de vidrio en una misma medida, monopieza o en dos secciones, con anillas TS y portacarretes a rosca.",Book partner,009700,19.99,20
Cañas,Cañas > Enchufables > Fibra para jigging ligero,004600,CUBERA DOCK,"Modelo mixto válido tanto para jigging ligero como para curricán costero. Mango anatómico de EVA. Contera con cruceta metálica con tapón sobredimensionado.",Book partner,004600,39.99,20
Cañas,Cañas > Enchufables > Mix Carbon surf-casting,006900,BLACKPOOL,"Caña fabricada en carbono composite con sistema de alineación de tramos y acción semi-parabólica con puntera híbrida. Anillas Low Rider y portacarretes DPS.",Book partner,006900,44.99,20
Cañas,Cañas > Telescópicas > Carbono iso,003005,SX,"Caña de acción semi-parabólica y a la vez muy potente. Fabricada en carbono de altísimo módulo 40T, muy ligera y sensible. Compuesta con anillas JAPAN SIC TITANIUM con guide line. Incluye funda de transporte.",Book partner,003005,47.99,20
Cañas,Cañas > Telescópicas > Carbono lance,002261,TOP CHIPI,"Caña fabricada 100% en carbono. Ideal para la pesca de sepia y chipirón. Muy ligera y sensible. Portacarretes de rosca.",Book partner,002261,29.99,20
Cañas,Cañas > Telescópicas > Carbono lance,005490,BLANKA,"Caña telescópica fabricada en carbono trenzado. Acción parabólica rápida . Con puntera maciza de fibra. Equipada con anillas SIC y portacarretes DPS.",Book partner,005490,18.99,20
Cañas,Cañas > Telescópicas > Carbono pulso,008020,AUREA FORTE,"Caña fabricada en carbono de alto módulo. Equipada con anillas LVSG de puente bajo y portacarretes de cremallera. Mango antideslizante. Acción muy fuerte.",Book partner,008020,89.99,20
Cañas,Cañas > Telescópicas > Carbono surf-casting,002707,BOREALIS,"La gama idónea para pesca a corcho, muy ligera gracias al carbono de altísimo módulo y a las mezclas de resinas conseguimos obtener una potencia y ligereza óptima. Sistema de ajuste perfecto en los tramos. Acción media fuerte. Funda incluida.",Book partner,002707,39.99,20
Cañas,Cañas > Telescópicas > Carbono acción,007130,BLUE RAY,"Caña fabricada en carbono de Alto Módulo. Muy fina y ligera y con el novedoso puntero híbrido de Carbono macizo. Gracias a este puntero se ha conseguido obtener todas las características requeridas en una caña de Surf Casting, obteniendo potencia de lanzado y a la vez una detección de picada inmejorable. Equipada con anillas SIC y Portacarretes rosca inoxidable. Contera ergonómica sobredimensionada. Funda de terciopelo y caja expositora.",Book partner,007130,36.99,20
Cañas,Cañas > Telescópicas > Fibra lance,004351,LISBOA,"Caña con anillas de bastidor metálico y portacarretes a rosca.",Book partner,004351,19.99,20
Cañas,Cañas > Telescópicas > Fibra pulso,004560,AQUAMAR,"Caña fabricada en fibra de vidrio, con mango antideslizante y contera de plástico.",Book partner,004560,27.99,20
Cañas,Cañas > Telescópicas > Equipos,001803,JUNIOR,"Compuesto de: Caña minitelescópica de 2,10 mts., carrete con hilo, caja porta señuelos (sedal, tijeras, plomos, vinilos, anzuelos montados y emerillones). Funda de transporte incluida.",Book partner,001803,59.99,20
Cañas,Cañas > Telescópicas > Mix carbon lance,007250,AZOHIA,"Caña fabricada en mix carbon de acción fuerte, equipada con anillas SIC de bastidor metálico y portacarretes a rosca. Presentada en tres tallas.",Book partner,007250,38.99,20
Cañas,Cañas > Telescópicas > Tele-regulable,007090,ARIAKE,"Caña fabricada en carbono Toray de 40T. Ligera y muy potente con 3 punteras de diferente acción: Medium, Light y Ultra Light. Sistema de doble bloqueo que permite pescar en tres medidas diferentes. Equipada con anillas Fuji SIC y portacarretes Fuji DPS.",Book partner,007090,49.99,20
Carretes,Carretes > Combo,044125,CD,"Carrete de 1 rodamiento, presentado en dos tallas. Pintura metalizada. Bobina LONG CAST con hilo transparente de última generación.",Book partner,044125,29.99,20
Carretes,Carretes > Curricán,040506,CAMION 406L TD,"El carrete construido en aleación resistente a la corrosión. Incorpora maquinaria de acero inoxidable con 6 rodamientos a bolas y tratamiento anticorrosión. El freno de potencia 14 kg. está equipado con discos de carbono sobredimensionados que le aportan precisión y suavidad para trabajar con los señuelos en la caída. Presentado con 2 tipos de manivela: de combate en neopreno y manivela standard doble. Calidad y precio en estado puro, capaz de combatir con los más fuertes de su categoría. Recomendado para pesca desde embarcación, Slow Jigging, Light Jigging, Jigging y Baitcasting.",Book partner,040506,15.99,20
Carretes,Carretes > Eléctricos,040570,KAIGEN 150,"Carrete eléctrico fabricado por la prestigiosa marca Banax, cabe destacar sus altas prestaciones creadas por los ingenieros en distintas fases de pesca. Carrete de reducidas dimensiones, ideal para la pesca a fondo, equipado con rodamientos en acero inoxidable y sistema inteligente de recogida. Potencia de recuperación máxima original de la base del eje 17 kg/cm. Velocidad máxima : 150 mts/minuto.",Book partner,040570,17.99,20
Carretes,Carretes > Embarcación,045085,ATLAS,"Carrete diseñado para embarcación, gracias a su gran potencia de frenado. Cuerpo y rotor de aluminio. Sistema Anti-retroceso infinito. Coronas de acero inoxidable. Sistema de cambio de manivela fácilmente. Bolsa portacarretes incluida.",Book partner,045085,29.99,20
Carretes,Carretes > Flotador,047502,CM,"Carrete con microfreno trasero de alta precisión ideal para la pesca de corcheo o bolognesa. Equipado con 8 rodamientos y bobina metálica de aluminio. Manivela de aluminio y sistema rápido de sustitución de bobina.",Book partner,047502,39.99,20
Carretes,Carretes > Spining,045000,ATTACK SH,"Novedad en carretes de spinning. Fabricado con tecnología japonesa en 6 rodamientos. Cuerpo de aluminio y grafito ultra-ligero. Bobina ultra match spool slim especial competición. 0,18/200 Bobina Adicional de grafito. 0,30/200 Sistema de freno microajustable de alta precisión. Pick Up sobredimensionado. Manivela de aluminio con pomo de EVA.",Book partner,045000,19.99,20
Carretes,Carretes > Surf-casting,043200,BEACH MASTER,"Fabricado en grafito ultraligero de alta densidad. Sistema Anti-Reverse Infinite. Engranajes y freno multidisco en acero inoxidable de 11 kg. Bobina de aluminio de larga distancia forjada en frío resistente a la corrosión y bobina adicional de grafito. Manivela de aluminio mecanizado con pomo ergonómico de fácil agarre. Incluye: Bolsa portacarretes.",Book partner,043200,29.99,20

Cebos,Cebos > Vivos,000001,Camarón,"Cebo vivo capturado en nuestras costas",Book partner,000001,4.99,20
Cebos,Cebos > Vivos,000002,Cangrejo ermitaño,"Cebo vivo capturado en nuestras costas",Book partner,000002,4.99,20
Cebos,Cebos > Vivos,000003,Choco fresco,"Cebo vivo capturado en nuestras costas",Book partner,000003,4.99,20
Cebos,Cebos > Vivos,000004,Cigalita,"Cebo vivo capturado en nuestras costas",Book partner,000004,4.99,20
Cebos,Cebos > Vivos,000005,Coñeta,"Cebo vivo capturado en nuestras costas",Book partner,000005,4.99,20
Cebos,Cebos > Vivos,000006,Gusana coreana,"Cebo vivo capturado en nuestras costas",Book partner,000006,4.99,20
Cebos,Cebos > Vivos,000007,Gusana tita bibi,"Cebo vivo capturado en nuestras costas",Book partner,000007,4.99,20
Cebos,Cebos > Vivos,000008,Gusana tita palangre,"Cebo vivo capturado en nuestras costas",Book partner,000008,4.99,20
Cebos,Cebos > Vivos,000009,Navajas,"Cebo vivo capturado en nuestras costas",Book partner,000011,4.99,20
Cebos,Cebos > Envasados,000010,Choco al vacío,"",Book partner,000010,4.99,20

Flotadores,Flotadores > Con cebador,066150,CORREDERO,"",Book partner,066150,3.99,20
Flotadores,Flotadores > Con cebador,066151,FIJO,"",Book partner,066151,4.99,20
Flotadores,Flotadores > De balsa corridos,065208,64,"",Book partner,065208,1.99,20
Flotadores,Flotadores > De balsa corridos,064600,A 14,"",Book partner,064600,1.99,20
Flotadores,Flotadores > De balsa fijos,064745,1A,"",Book partner,064745,2.99,20
Flotadores,Flotadores > De balsa fijos,064820,230,"",Book partner,064820,2.99,20
Flotadores,Flotadores > De balsa para competición,066100,ADAGIO,"",Book partner,066100,1.99,20
Flotadores,Flotadores > De corcho fijos,062704,PERA ALARGADA,"",Book partner,062704,1.99,20
Flotadores,Flotadores > De madera fijos,062603,PERA BLANCA,"",Book partner,062603,1.99,20
Flotadores,Flotadores > De neopreno,063501,6085S,"Flotador de neopreno de alta densidad. Con casquillo de latón y agujero para luz química. PESO REAL. Bolsa de 10 uds.",Book partner,063501,3.99,20
Flotadores,Flotadores > De neopreno,063630,7041B,"Con casquillo de latón y agujero para luz química.",Book partner,063630,3.99,20
Flotadores,Flotadores > De plástico,062650,PB,"",Book partner,062650,4.99,20
Flotadores,Flotadores > De plástico,062750,PERA BICOLOR,"",Book partner,062750,2.99,20
Flotadores,Flotadores > De plástico,064839,BALL RAG BLANCO,"",Book partner,064839,1.99,20
Flotadores,Flotadores > De plástico,064824,BALL RAG NARANJA,"Blister individual.",Book partner,064824,2.99,20
Flotadores,Flotadores > De plástico rellenables,064540,PB,"",Book partner,064540,2.99,20
Flotadores,Flotadores > De plástico rellenables,064509,BULDO® OVALADO FLUORESCENTE,"",Book partner,064509,3.99,20
Flotadores,Flotadores > Para casting,060320,BOMBETTE DE PROFUNDIDAD,"",Book partner,060320,1.99,20
Flotadores,Flotadores > Para casting,060120,BOMBETTE FLOTANTE,"",Book partner,060120,2.99,20

Complementos,Complementos > Anillas y punteros,
Complementos,Complementos > Anillas y punteros,
Complementos,Complementos > Anillas y punteros,
Complementos,Complementos > Artesanos
Complementos,Complementos > Emerillones y conectores
Complementos,Complementos > Herramientas
Complementos,Complementos > Linternas
Complementos,Complementos > Luz quimica
Complementos,Complementos > Salabares y sacaderas
